Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000962.3,2231680,2232219,erm(37),plus,885632,
NC_000962.3,2232739,2233299,,minus,885810,
NC_000962.3,2233296,2233637,,minus,885422,
NC_000962.3,2234305,2234649,mazF6,minus,885634,
NC_000962.3,2234643,2234891,mazE6,minus,14515890,
NC_000962.3,2234991,2237306,ctpG,minus,888914,
NC_000962.3,2237303,2237575,,minus,885631,
NC_000962.3,2237628,2237984,cmtR,minus,888889,
NC_000962.3,2238141,2238908,,plus,888917,
NC_000962.3,2239004,2239957,,plus,888863,
NC_000962.3,2240159,2242876,ctpF,plus,888867,
NC_000962.3,2242945,2243721,,minus,888853,
NC_000962.3,2243816,2245138,,minus,888881,
NC_000962.3,2245209,2246822,,plus,888864,
NC_000962.3,2246832,2247584,,plus,888880,
NC_000962.3,2247660,2248442,fabG3,plus,888857,
NC_000962.3,2248563,2249420,,minus,888818,
NC_000962.3,2249478,2250974,,minus,888817,
NC_000962.3,2250996,2251883,,minus,888831,
NC_000962.3,2252002,2255985,otsB1,plus,888943,
NC_000962.3,2256084,2256428,fdxA,minus,888887,
NC_000962.3,2256617,2257942,,minus,888813,
NC_000962.3,2258030,2258272,vapB15,plus,888925,
NC_000962.3,2258273,2258671,vapC15,plus,888933,
NC_000962.3,2258854,2259285,,minus,888922,
NC_000962.3,2259326,2259820,,plus,888927,
NC_000962.3,2261816,2263072,,minus,888378,
NC_000962.3,2263426,2264001,,plus,888630,
NC_000962.3,2263998,2265038,,plus,888435,
NC_000962.3,2265280,2265999,,plus,887560,
NC_000962.3,2265989,2266405,,plus,887665,
NC_000962.3,2266805,2267110,,minus,888092,
NC_000962.3,2267119,2267724,,minus,888129,
NC_000962.3,2267749,2268108,,minus,887444,
NC_000962.3,2268268,2268726,,minus,3205050,
NC_000962.3,2268693,2270240,,minus,888351,
NC_000962.3,2270750,2271748,,minus,888782,
NC_000962.3,2271863,2272747,,minus,887460,
NC_000962.3,2272787,2274508,dosT,minus,888471,
NC_000962.3,2274569,2275408,,minus,888494,
NC_000962.3,2275405,2276424,pfkB,minus,887491,
NC_000962.3,2276441,2278486,,minus,887536,
NC_000962.3,2278498,2278932,hspX,minus,887579,
NC_000962.3,2279129,2280124,acg,plus,887582,
NC_000962.3,2280240,2281082,,minus,887972,
NC_000962.3,2281294,2281617,,plus,887859,
NC_000962.3,2281614,2282102,,plus,887445,
NC_000962.3,2282099,2282740,,plus,887433,
NC_000962.3,2282747,2283721,,minus,888021,
NC_000962.3,2283723,2284796,,minus,887998,
NC_000962.3,2284799,2285641,,minus,887729,
NC_000962.3,2285628,2286530,,minus,887893,
NC_000962.3,2286527,2287846,,minus,887474,
NC_000962.3,2287884,2288681,,minus,887497,
NC_000962.3,2288681,2289241,pncA,minus,888260,
NC_000962.3,2289282,2289599,,minus,888243,
NC_000962.3,2289685,2291220,lipT,minus,888358,
NC_000962.3,2291269,2291925,lppI,plus,888308,
NC_000962.3,2291962,2294526,,minus,888529,
NC_000962.3,2294531,2306986,pks12,minus,888350,
NC_000962.3,2299745,2299886,ASpks,plus,14515896,
NC_000962.3,2307293,2307517,,minus,888593,
NC_000962.3,2307821,2308156,,plus,888598,
NC_000962.3,2308131,2310755,ppm1,minus,887402,
NC_000962.3,2310913,2312517,,minus,888608,
NC_000962.3,2312522,2313049,fxsA,minus,888768,
NC_000962.3,2313125,2313838,,plus,888722,
NC_000962.3,2314087,2314353,rpsR2,minus,887817,
NC_000962.3,2314354,2314659,rpsN2,minus,887819,
NC_000962.3,2314661,2314825,rpmG1,minus,887807,
NC_000962.3,2314825,2315061,rpmB2,minus,887801,
NC_000962.3,2315174,2316709,,plus,888402,
NC_000962.3,2316279,2316680,,plus,888388,
NC_000962.3,2316681,2317085,,minus,888246,
NC_000962.3,2317169,2320753,cobN,minus,888252,
NC_000962.3,2320831,2321064,mazE7,plus,3205116,
NC_000962.3,2321057,2321467,mazF7,plus,14515888,
NC_000962.3,2321451,2322542,cobG,plus,888140,
NC_000962.3,2322552,2323178,cobH,plus,888464,
NC_000962.3,2323175,2324701,cobIJ,plus,888483,
NC_000962.3,2324647,2325870,,minus,888752,
NC_000962.3,2325886,2326809,blaC,minus,888742,
NC_000962.3,2326944,2327501,sigC,plus,888723,
NC_000962.3,2327491,2328225,cobK,minus,887566,
NC_000962.3,2328222,2328977,cobM,minus,888521,
NC_000962.3,2328974,2330146,cobL,minus,888321,
NC_000962.3,2330214,2330963,,minus,887267,
NC_000962.3,2330993,2331406,,plus,888523,
NC_000962.3,2331416,2332879,,minus,888771,
NC_000962.3,2333037,2333288,,minus,887296,
NC_000962.3,2333323,2334294,,minus,887785,
NC_000962.3,2334295,2334594,,minus,3205060,
NC_000962.3,2335059,2335373,,plus,888071,
NC_000962.3,2335355,2337325,,plus,887333,
NC_000962.3,2337306,2337869,lppJ,plus,887351,
NC_000962.3,2338065,2338505,,minus,887348,
NC_000962.3,2338709,2340874,,plus,887795,
NC_000962.3,2340871,2341815,,plus,887281,
NC_000962.3,2341808,2342944,,plus,887350,
NC_000962.3,2343027,2343332,,plus,888138,
NC_000962.3,2343311,2343916,,plus,888128,
NC_000962.3,2344411,2346180,pknJ,plus,888322,
NC_000962.3,2346197,2347324,pepE,minus,887719,
NC_000962.3,2347373,2348554,,plus,887924,
NC_000962.3,2348558,2349292,,minus,887469,
NC_000962.3,2349334,2352054,helY,minus,887736,
NC_000962.3,2352103,2353029,tatC,minus,888068,
NC_000962.3,2353046,2353297,tatA,minus,888086,
NC_000962.3,2353365,2354315,pafC,minus,888403,
NC_000962.3,2354312,2355310,pafB,minus,888436,
NC_000962.3,2355319,2356677,pafA,minus,888460,
NC_000962.3,2356729,2358033,PE_PGRS36,minus,888312,
NC_000962.3,2358033,2358206,PE21,minus,887413,
NC_000962.3,2358389,2360041,,plus,888454,
NC_000962.3,2360240,2363281,helZ,plus,888635,
NC_000962.3,2363391,2364107,,plus,888639,
NC_000962.3,2364086,2364520,vapC37,minus,888003,
NC_000962.3,2364527,2364781,vapB37,minus,888014,
NC_000962.3,2364797,2365054,,minus,19394677,
NC_000962.3,2367359,2367655,PE22,plus,887811,
NC_000962.3,2367711,2368442,PPE36,plus,887814,
NC_000962.3,2368983,2369729,prcA,minus,887538,
NC_000962.3,2369726,2370601,prcB,minus,887508,
NC_000962.3,2370598,2370792,pup,minus,888788,
NC_000962.3,2370905,2372569,dop,minus,888290,
NC_000962.3,2372630,2373823,,plus,887731,
NC_000962.3,2373834,2374457,,plus,887803,
NC_000962.3,2374461,2376290,mpa,minus,887297,
NC_000962.3,2376571,2377140,lppK,plus,886029,
NC_000962.3,2377148,2377441,,plus,887685,
NC_000962.3,2377470,2378312,,minus,887374,
NC_000962.3,2378386,2379222,,plus,888413,
NC_000962.3,2379245,2379727,,minus,887821,
NC_000962.3,2379806,2380660,hisG,minus,888689,
NC_000962.3,2380663,2380944,hisE,minus,888671,
NC_000962.3,2381071,2382492,PPE37,plus,888710,
NC_000962.3,2382489,2386067,metH,minus,888711,
NC_000962.3,2386293,2387171,,plus,887798,
NC_000962.3,2387202,2387972,PE_PGRS37,minus,887791,
NC_000962.3,2388616,2390085,ansP1,plus,887715,
NC_000962.3,2390085,2390288,,plus,887764,
NC_000962.3,2390308,2391189,,minus,887841,
NC_000962.3,2391215,2392459,mshC,minus,887492,
NC_000962.3,2392517,2393320,cysQ,minus,888142,
NC_000962.3,2393411,2393641,,plus,887827,
NC_000962.3,2393851,2394639,,minus,887616,
NC_000962.3,2394650,2395237,,minus,887844,
NC_000962.3,2395301,2396011,,minus,887273,
NC_000962.3,2396008,2396838,,minus,887612,
NC_000962.3,2396902,2397315,,minus,888009,
NC_000962.3,2397330,2398406,lppL,plus,887303,
NC_000962.3,2398720,2399793,pyrD,plus,887326,
NC_000962.3,2399798,2400328,TB18.6,minus,888118,
NC_000962.3,2400376,2401722,,minus,887384,
NC_000962.3,2401987,2402072,leuU,plus,2700467,
NC_000962.3,2402193,2402510,parE2,minus,888770,
NC_000962.3,2402507,2402722,parD2,minus,14515895,
NC_000962.3,2402977,2404035,,plus,887406,
NC_000962.3,2404165,2404521,,minus,888202,
NC_000962.3,2404616,2405398,wag31,minus,888224,
NC_000962.3,2405666,2405956,,minus,888759,
NC_000962.3,2406118,2406843,,minus,887394,
NC_000962.3,2406840,2407616,,minus,888127,
NC_000962.3,2407622,2408374,yfiH,minus,888121,
NC_000962.3,2408385,2409524,ftsZ,minus,888369,
NC_000962.3,2409697,2410641,ftsQ,minus,888367,
NC_000962.3,2410638,2412122,murC,minus,887983,
NC_000962.3,2412119,2413351,murG,minus,888036,
NC_000962.3,2413348,2414922,ftsW,minus,887916,
NC_000962.3,2414934,2416394,murD,minus,888000,
NC_000962.3,2416396,2417475,murX,minus,888098,
NC_000962.3,2417472,2419004,murF,minus,887826,
NC_000962.3,2419001,2420608,murE,minus,887252,
NC_000962.3,2420631,2421665,,minus,887236,
NC_000962.3,2421662,2422278,,minus,886254,
NC_000962.3,2422271,2423137,,minus,887978,
NC_000962.3,2423240,2424838,PE_PGRS38,minus,887300,
NC_000962.3,2425048,2427087,pbpB,minus,887949,
NC_000962.3,2427084,2428238,,minus,887217,
NC_000962.3,2428235,2429425,,minus,888462,
NC_000962.3,2429427,2429858,,minus,888261,
NC_000962.3,2431565,2431969,,minus,888257,
NC_000962.3,2432235,2432855,,plus,888170,
NC_000962.3,2432951,2433634,lppM,plus,887522,
NC_000962.3,2433631,2434536,,minus,888147,
NC_000962.3,2434847,2435905,idsA2,plus,888334,
NC_000962.3,2435909,2437459,mptA,plus,887528,
NC_000962.3,2437446,2437886,,minus,887852,
NC_000962.3,2437941,2439140,pknL,plus,888340,
NC_000962.3,2439282,2439947,,minus,888326,
NC_000962.3,2440332,2441720,aroG,minus,888309,
NC_000962.3,2441811,2442317,,minus,887927,
NC_000962.3,2442327,2443214,,minus,887954,
NC_000962.3,2443302,2444585,,plus,888269,
NC_000962.3,2444586,2445329,,minus,888625,
NC_000962.3,2445415,2445810,,minus,887650,
NC_000962.3,2445807,2446946,,minus,888152,
NC_000962.3,2447066,2447500,TB16.3,minus,887239,
NC_000962.3,2447605,2447994,,minus,887347,
NC_000962.3,2448160,2449962,fadD15,plus,887456,
NC_000962.3,2449993,2451150,pimB,minus,887278,
NC_000962.3,2451247,2452020,,minus,887575,
NC_000962.3,2452115,2453272,,minus,888670,
NC_000962.3,2453819,2455756,,plus,887265,
NC_000962.3,2455631,2456743,trpD,minus,887681,
NC_000962.3,2456901,2457512,ctaE,plus,887425,
NC_000962.3,2457553,2458395,qcrC,plus,888737,
NC_000962.3,2458392,2459681,qcrA,plus,888420,
NC_000962.3,2459678,2461327,qcrB,plus,887400,
NC_000962.3,2461504,2462148,,minus,887213,
NC_000962.3,2462148,2463047,mmpS3,minus,887471,
NC_000962.3,2463233,2463652,,minus,888692,
NC_000962.3,2463660,2464751,ctaC,minus,888799,
NC_000962.3,2464997,2466955,asnB,plus,888472,
NC_000962.3,2467053,2468027,adoK,minus,888551,
NC_000962.3,2468231,2468923,,plus,888318,
NC_000962.3,2468931,2469287,,minus,888428,
NC_000962.3,2469387,2470463,,minus,887277,
NC_000962.3,2470622,2471332,,plus,888107,
NC_000962.3,2471411,2472496,cobT,plus,887781,
NC_000962.3,2472493,2473242,cobS,plus,887572,
NC_000962.3,2473400,2474938,,plus,887230,
NC_000962.3,2474864,2475970,ilvE,minus,888352,
NC_000962.3,2476042,2477181,gcvT,minus,887233,
NC_000962.3,2477190,2478326,,plus,887979,
NC_000962.3,2478338,2479885,pepB,plus,888105,
NC_000962.3,2479923,2481701,ephD,minus,887472,
NC_000962.3,2481965,2483626,dlaT,plus,888777,
NC_000962.3,2483626,2484531,,plus,887640,
NC_000962.3,2484584,2485276,lipB,plus,887626,
NC_000962.3,2485273,2486208,lipA,plus,887922,
NC_000962.3,2486235,2486987,,plus,888380,
NC_000962.3,2486994,2487416,,minus,3205099,
NC_000962.3,2487615,2489051,glnA1,plus,888383,
NC_000962.3,2489369,2492353,glnE,minus,887995,
NC_000962.3,2492402,2493742,glnA2,minus,888238,
NC_000962.3,2493837,2495399,,minus,888093,
NC_000962.3,2495461,2497023,caeA,minus,887857,
NC_000962.3,2497225,2497446,,minus,19394678,
NC_000962.3,2497742,2498587,panB,plus,887440,
NC_000962.3,2498832,2500373,,plus,888513,
NC_000962.3,2500445,2500751,rnpB,minus,2700434,
NC_000962.3,2500931,2501632,,plus,888581,
NC_000962.3,2501644,2502738,,minus,888108,
NC_000962.3,2502735,2503472,,minus,888264,
NC_000962.3,2503469,2504608,,minus,888231,
NC_000962.3,2504605,2505699,cobC,minus,888337,
NC_000962.3,2505736,2506161,vapC16,minus,14515883,
NC_000962.3,2506207,2506383,vapB16,minus,14515901,
NC_000962.3,2506278,2507153,ptkA,plus,887597,
NC_000962.3,2507146,2507637,ptpA,plus,887373,
NC_000962.3,2507637,2508452,,plus,887606,
NC_000962.3,2508434,2509375,cobD,minus,887513,
NC_000962.3,2509489,2510256,,plus,887840,
NC_000962.3,2510351,2510587,,minus,14515864,
NC_000962.3,2510598,2510669,valV,minus,2700452,
NC_000962.3,2510715,2511176,ahpE,minus,887871,
NC_000962.3,2511176,2511652,,minus,888451,
NC_000962.3,2511690,2512280,,minus,888600,
NC_000962.3,2512539,2515244,aceE,plus,887246,
NC_000962.3,2515304,2516548,,plus,888624,
NC_000962.3,2516787,2517695,fabD,plus,888769,
NC_000962.3,2517032,2517134,mcr16,minus,14515885,
NC_000962.3,2517771,2518118,acpM,plus,888272,
NC_000962.3,2518115,2519365,kasA,plus,887269,
NC_000962.3,2519396,2520712,kasB,plus,887539,
NC_000962.3,2520743,2522164,accD6,plus,887671,
NC_000962.3,2522360,2523175,,plus,888603,
NC_000962.3,2523241,2524791,glpD1,minus,887276,
NC_000962.3,2524785,2525354,,minus,888018,
NC_000962.3,2525565,2526992,,plus,888706,
NC_000962.3,2526989,2527918,,plus,888429,
NC_000962.3,2527984,2528487,,plus,888287,
NC_000962.3,2528520,2528975,,minus,887182,
NC_000962.3,2528980,2529174,,minus,885526,
NC_000962.3,2529341,2529874,,minus,885865,
NC_000962.3,2530004,2530822,,minus,888069,
NC_000962.3,2530836,2531897,,minus,888755,
NC_000962.3,2532245,2533330,mscR,plus,887215,
NC_000962.3,2533330,2533965,,plus,888490,
NC_000962.3,2534042,2535552,,minus,887455,
NC_000962.3,2535641,2536594,,plus,887788,
NC_000962.3,2536572,2538350,,minus,888040,
NC_000962.3,2538700,2539929,,plus,887976,
NC_000962.3,2540104,2541390,cyp124,plus,887763,
NC_000962.3,2541644,2542810,,minus,888487,
NC_000962.3,2542807,2544276,cyp128,minus,888025,
NC_000962.3,2544289,2544621,,minus,887623,
NC_000962.3,2544698,2545225,lppN,plus,887448,
NC_000962.3,2545332,2545631,,plus,887223,
NC_000962.3,2545737,2546105,,plus,887459,
NC_000962.3,2546102,2546431,,plus,888440,
NC_000962.3,2546488,2546805,mazF8,minus,888067,
NC_000962.3,2546839,2547087,mazE8,minus,14515891,
NC_000962.3,2546883,2547752,,plus,888355,
NC_000962.3,2547749,2548939,cyp121,plus,888373,
NC_000962.3,2549124,2550029,,minus,888498,
NC_000962.3,2551560,2552939,,plus,887601,
NC_000962.3,2553173,2554831,pitB,plus,887257,
NC_000962.3,2554938,2555876,,minus,887253,
NC_000962.3,2555941,2556135,,plus,887644,
NC_000962.3,2556145,2557440,lipM,plus,887794,
NC_000962.3,2557473,2558810,,plus,888632,
NC_000962.3,2558877,2559569,,minus,887395,
NC_000962.3,2559703,2561331,yjcE,plus,887570,
NC_000962.3,2561328,2561705,,plus,887702,
NC_000962.3,2561675,2562457,cdh,plus,887342,
NC_000962.3,2562599,2563114,lppO,plus,887203,
NC_000962.3,2563174,2564028,sseB,plus,887174,
NC_000962.3,2564029,2564253,,minus,888805,
NC_000962.3,2564292,2565032,,minus,887283,
NC_000962.3,2565327,2566550,,plus,885868,
NC_000962.3,2566772,2567410,,plus,888540,
NC_000962.3,2567504,2568406,,plus,887796,
NC_000962.3,2568438,2568890,,plus,887789,
NC_000962.3,2569082,2570053,,plus,887344,
NC_000962.3,2570059,2572002,htpG,minus,887501,
NC_000962.3,2572076,2573008,,minus,887880,
NC_000962.3,2573015,2573707,cut2,plus,885371,
NC_000962.3,2573813,2574055,,plus,885154,
NC_000962.3,2574096,2575019,,minus,885282,
NC_000962.3,2575016,2575225,,minus,885102,
NC_000962.3,2575809,2577098,,plus,885752,
NC_000962.3,2577108,2577922,,plus,3205062,
NC_000962.3,2577851,2578696,,minus,885277,
NC_000962.3,2579228,2579419,,minus,3205073,
NC_000962.3,2579504,2579935,,minus,3205074,
NC_000962.3,2580028,2580210,,minus,3205075,
NC_000962.3,2580419,2581135,,plus,885290,
NC_000962.3,2581145,2581477,,plus,19394679,
NC_000962.3,2581764,2581837,metV,minus,2700432,
NC_000962.3,2583045,2583332,,plus,3205076,
NC_000962.3,2583435,2583779,,plus,885175,
NC_000962.3,2583884,2584408,,plus,885168,
NC_000962.3,2584486,2584755,,plus,885152,
NC_000962.3,2585052,2585906,,minus,885268,
NC_000962.3,2585917,2587290,,minus,885130,
NC_000962.3,2587287,2588804,,minus,885260,
NC_000962.3,2588838,2589710,uspA,plus,885262,
NC_000962.3,2589697,2590521,uspB,plus,885101,
NC_000962.3,2590518,2591840,uspC,plus,885143,
NC_000962.3,2591848,2592726,,minus,885171,
NC_000962.3,2592723,2594153,rocE,minus,885084,
NC_000962.3,2595361,2596269,,minus,885480,
NC_000962.3,2596334,2596780,,plus,885060,
NC_000962.3,2597009,2597857,,minus,886271,
NC_000962.3,2597854,2599947,,minus,888184,
NC_000962.3,2599988,2600479,,plus,888124,
NC_000962.3,2600731,2601879,PE23,plus,888111,
NC_000962.3,2601914,2603461,narK1,minus,888116,
NC_000962.3,2603695,2604222,lppP,minus,888072,
NC_000962.3,2604297,2604683,,plus,888099,
NC_000962.3,2604740,2605078,,plus,3205048,
NC_000962.3,2605108,2606754,mez,plus,887962,
NC_000962.3,2606708,2608321,stp,minus,887274,
NC_000962.3,2608796,2609728,cysK1,plus,886016,
NC_000962.3,2609732,2610421,cysE,plus,886012,
NC_000962.3,2610837,2611805,,plus,888958,
NC_000962.3,2611869,2612987,,minus,885123,
NC_000962.3,2613107,2614063,moeW,minus,886018,
NC_000962.3,2614693,2617581,mmpL9,plus,888966,
NC_000962.3,2617667,2618908,PE_PGRS39,minus,888961,
NC_000962.3,2619407,2619479,asnT,minus,2700449,
NC_000962.3,2619597,2620016,lppQ,plus,886275,
NC_000962.3,2620272,2620529,,plus,888951,
NC_000962.3,2620533,2622452,dnaG,minus,885996,
NC_000962.3,2622457,2623752,dgt,minus,885421,
NC_000962.3,2623821,2625803,,plus,888960,
NC_000962.3,2625888,2626172,esxO,minus,888956,
NC_000962.3,2626223,2626519,esxP,minus,886002,
NC_000962.3,2626654,2626980,,minus,886006,
NC_000962.3,2627172,2628698,plcC,minus,886000,
NC_000962.3,2628781,2630319,plcB,minus,885999,
NC_000962.3,2630537,2632075,plcA,minus,885995,
NC_000962.3,2632923,2634098,PPE38,minus,888959,
NC_000962.3,2634528,2635592,PPE39,minus,886003,
NC_000962.3,2639673,2641064,glyS,minus,888962,
NC_000962.3,2641246,2641653,smtB,plus,888965,
NC_000962.3,2641650,2642042,zur,plus,886009,
NC_000962.3,2642150,2642578,,minus,888952,
NC_000962.3,2642578,2643468,,minus,888964,
NC_000962.3,2643461,2644258,recO,minus,888954,
NC_000962.3,2644320,2645774,amiA2,plus,888955,
NC_000962.3,2645771,2646673,era,minus,886027,
NC_000962.3,2646747,2647088,,minus,885259,
NC_000962.3,2647060,2648367,,minus,885987,
NC_000962.3,2648364,2648912,,minus,885989,
NC_000962.3,2648916,2649974,phoH1,minus,885998,
NC_000962.3,2649946,2650248,,minus,885811,
NC_000962.3,2650245,2651558,,minus,886017,
NC_000962.3,2651753,2651938,PE_PGRS40,plus,885141,
NC_000962.3,2652037,2652825,,minus,885926,
NC_000962.3,2652839,2653987,dnaJ2,minus,886023,
NC_000962.3,2654062,2655093,hrcA,minus,885924,
NC_000962.3,2655265,2655582,,plus,885520,
NC_000962.3,2655609,2656115,cfp2,minus,885515,
NC_000962.3,2656215,2656430,,minus,885968,
NC_000962.3,2656408,2657703,mbtG,minus,885648,
NC_000962.3,2657700,2662085,mbtF,minus,885874,
NC_000962.3,2662067,2667115,mbtE,minus,885822,
NC_000962.3,2667255,2670269,mbtD,minus,885850,
NC_000962.3,2670269,2671603,mbtC,minus,885908,
NC_000962.3,2671593,2675837,mbtB,minus,885838,
NC_000962.3,2675936,2677633,mbtA,plus,885833,
NC_000962.3,2677729,2678649,mbtJ,plus,885927,
NC_000962.3,2678653,2680005,mbtI,minus,885823,
NC_000962.3,2680458,2680667,,plus,19394680,
NC_000962.3,2680765,2682018,,plus,885302,
NC_000962.3,2682015,2683142,hemN,minus,885300,
NC_000962.3,2683248,2683712,rpfD,minus,885246,
NC_000962.3,2683709,2684266,,minus,885866,
NC_000962.3,2684679,2686370,sirA,plus,885472,
NC_000962.3,2686367,2687131,cysH,plus,885250,
NC_000962.3,2687128,2687973,che1,plus,885508,
NC_000962.3,2688010,2689941,ggtB,plus,885867,
NC_000962.3,2690072,2692075,,plus,885303,
NC_000962.3,2692172,2692521,mcr7,plus,14515865,
NC_000962.3,2692224,2692439,aprA,plus,14515893,
NC_000962.3,2692551,2692715,aprB,plus,14515879,
NC_000962.3,2692799,2693884,PE_PGRS41,plus,885517,
NC_000962.3,2693909,2694964,cysA1,minus,885663,
NC_000962.3,2694981,2695799,cysW,minus,885305,
NC_000962.3,2695796,2696647,cysT,minus,885301,
NC_000962.3,2696644,2697714,subI,minus,885299,
NC_000962.3,2697728,2698057,,plus,885664,
NC_000962.3,2698042,2698245,,minus,3205070,
NC_000962.3,2698529,2700457,,plus,885661,
NC_000962.3,2700535,2701290,lppR,minus,885513,
NC_000962.3,2701287,2703248,lepA,minus,885475,
NC_000962.3,2703269,2703838,,plus,885507,
NC_000962.3,2704009,2704437,,minus,885156,
NC_000962.3,2704697,2705518,,plus,885684,
NC_000962.3,2705762,2706736,PE24,plus,885511,
NC_000962.3,2706494,2707333,,minus,885674,
NC_000962.3,2707333,2708310,,minus,885257,
NC_000962.3,2708310,2709965,,minus,885681,
NC_000962.3,2710075,2710335,rpsT,plus,885676,
NC_000962.3,2710351,2711301,,minus,885666,
NC_000962.3,2711332,2712876,,minus,885667,
NC_000962.3,2712891,2713784,,minus,885697,
NC_000962.3,2714124,2715332,eis,minus,885903,
NC_000962.3,2715472,2716314,,minus,885692,
NC_000962.3,2716395,2717138,,minus,885304,
NC_000962.3,2717128,2717799,gpgP,minus,885727,
NC_000962.3,2717796,2718176,,minus,885677,
NC_000962.3,2718173,2718808,nadD,minus,885457,
NC_000962.3,2719083,2719355,,plus,885531,
NC_000962.3,2719597,2720643,,plus,885516,
NC_000962.3,2720776,2721777,,minus,885699,
NC_000962.3,2721866,2723308,,minus,885673,
NC_000962.3,2723308,2724183,,minus,885909,
NC_000962.3,2724230,2725477,proA,minus,885536,
NC_000962.3,2725571,2726087,oxyR',minus,3205094,
NC_000962.3,2726193,2726780,ahpC,plus,885717,
NC_000962.3,2726806,2727339,ahpD,plus,885959,
NC_000962.3,2727336,2727920,PPE41,minus,885945,
NC_000962.3,2727967,2728266,PE25,minus,885703,
NC_000962.3,2728437,2728847,,minus,885075,
NC_000962.3,2728844,2729134,,minus,885579,
NC_000962.3,2729115,2730560,,minus,885885,
NC_000962.3,2730557,2732749,,minus,885891,
NC_000962.3,2733230,2734144,rbsK,plus,885671,
NC_000962.3,2734376,2734795,,plus,885906,
NC_000962.3,2734792,2736831,nadE,minus,885808,
NC_000962.3,2736709,2736987,,plus,3205071,
NC_000962.3,2737117,2738247,proB,minus,885266,
NC_000962.3,2738247,2739686,obg,minus,885900,
NC_000962.3,2739772,2740032,rpmA,minus,885919,
NC_000962.3,2740047,2740361,rplU,minus,885715,
NC_000962.3,2740709,2742184,dctA,plus,885745,
NC_000962.3,2742123,2744984,rne,minus,885911,
NC_000962.3,2745314,2745724,ndkA,minus,885905,
NC_000962.3,2745767,2746138,,minus,885916,
NC_000962.3,2746135,2747598,folC,minus,885902,
NC_000962.3,2747595,2750225,valS,minus,885892,
NC_000962.3,2750313,2751572,,minus,885894,
NC_000962.3,2751662,2752180,rpfE,minus,885760,
NC_000962.3,2752262,2752660,,plus,886025,
NC_000962.3,2752848,2752994,,minus,885858,
NC_000962.3,2753018,2753623,mobA,minus,885904,
NC_000962.3,2753625,2754746,,minus,887435,
NC_000962.3,2754743,2756704,,minus,887370,
NC_000962.3,2756936,2758192,,minus,887340,
NC_000962.3,2758208,2759488,clpX,minus,888167,
NC_000962.3,2759779,2760687,mmuM,plus,885871,
NC_000962.3,2760854,2762380,,plus,888191,
NC_000962.3,2762531,2763175,clpP2,minus,888174,
NC_000962.3,2763172,2763774,clpP1,minus,888176,
NC_000962.3,2763891,2765291,tig,minus,888615,
NC_000962.3,2765331,2765404,proU,minus,2700470,
NC_000962.3,2765541,2765611,glyV,plus,2700450,
NC_000962.3,2765655,2766839,lipP,plus,888572,
NC_000962.3,2766859,2767665,,minus,888500,
NC_000962.3,2767671,2768159,rpiB,minus,887225,
NC_000962.3,2768261,2768884,,minus,888214,
NC_000962.3,2768986,2771571,pepN,plus,887403,
NC_000962.3,2771644,2772147,,minus,887767,
NC_000962.3,2772098,2772331,,minus,14515866,
NC_000962.3,2772367,2773035,,minus,888591,
NC_000962.3,2773178,2773564,glbO,plus,887743,
NC_000962.3,2773564,2775204,aglA,plus,887393,
NC_000962.3,2775272,2775565,,plus,887255,
NC_000962.3,2775568,2776284,,plus,888163,
NC_000962.3,2776316,2776969,,minus,888606,
NC_000962.3,2776975,2777391,,minus,887793,
NC_000962.3,2777388,2782262,gdh,minus,887437,
NC_000962.3,2782366,2784042,,minus,887757,
NC_000962.3,2784123,2784608,,minus,887304,
NC_000962.3,2786575,2786898,,minus,887462,
NC_000962.3,2786914,2789283,plsB2,minus,887848,
NC_000962.3,2789280,2791022,plsC,minus,887744,
NC_000962.3,2791019,2792494,,minus,888623,
NC_000962.3,2792723,2793988,lipQ,minus,887876,
NC_000962.3,2794176,2794249,argW,plus,2700423,
NC_000962.3,2794350,2795120,echA14,plus,887894,
NC_000962.3,2795301,2797385,PE_PGRS42,minus,887909,
NC_000962.3,2797467,2800880,,minus,887997,
NC_000962.3,2800846,2801145,,minus,888937,
NC_000962.3,2801254,2806236,PE_PGRS43,minus,887941,
NC_000962.3,2806323,2806529,,minus,19394681,
NC_000962.3,2806665,2807288,,plus,887780,
NC_000962.3,2807278,2808030,,plus,887436,
NC_000962.3,2808083,2808304,vapB38,plus,887480,
NC_000962.3,2808310,2808735,vapC38,plus,887700,
NC_000962.3,2808758,2809939,bkdC,minus,888237,
NC_000962.3,2809936,2810982,bkdB,minus,888571,
NC_000962.3,2810993,2812096,bkdA,minus,888583,
NC_000962.3,2812355,2813176,citE,minus,887466,
NC_000962.3,2813173,2813730,,minus,888584,
NC_000962.3,2813727,2814911,fadE19,minus,888541,
NC_000962.3,2814916,2816880,accA1,minus,887309,
NC_000962.3,2816885,2818474,accD1,minus,887168,
NC_000962.3,2818471,2819127,scoB,minus,888502,
NC_000962.3,2819124,2819870,scoA,minus,888503,
NC_000962.3,2819953,2821596,fadD35,minus,887774,
NC_000962.3,2821712,2822359,,plus,888516,
NC_000962.3,2822438,2823259,,plus,888244,
NC_000962.3,2823256,2824593,,minus,888527,
NC_000962.3,2824678,2825484,,plus,888526,
NC_000962.3,2825488,2827089,,minus,888613,
NC_000962.3,2827157,2827804,orn,plus,888633,
